6,4,9,5,63
4,3,7,5,47
9,9,6,10,85
9,8,3,7,64
6,7,4,7,59
8,7,4,7,63
6,2,5,4,44
9,4,4,7,63
2,3,7,4,40
3,10,10,10,84
7,9,5,10,74
3,7,10,9,69
9,2,8,3,54
2,5,10,5,55
2,5,6,7,48
2,8,10,6,65
7,10,2,10,74
9,4,7,10,77
4,2,5,4,38
3,4,5,5,41
3,9,8,10,73
10,5,2,7,61
8,9,5,10,80
5,6,7,7,59
7,3,10,9,70
9,8,10,10,92
4,4,4,5,44
3,7,8,2,47
4,10,3,6,54
7,6,4,7,62
4,5,4,6,47
9,4,2,10,60
2,2,3,4,27
8,8,10,8,87
6,3,4,3,39
4,4,5,3,40
5,5,10,4,57
7,8,5,6,62
5,4,6,7,57
10,3,9,10,78
7,2,4,8,50
8,6,4,10,67
6,9,7,10,78
10,9,5,10,83
8,4,8,7,69
10,7,6,10,81
2,10,6,2,49
6,7,6,6,60
9,5,5,10,70
9,10,9,10,96
8,3,9,2,55
5,4,6,5,51
5,2,8,1,41
10,8,6,10,85
6,4,2,7,49
7,3,6,5,50
7,6,9,9,80
3,2,8,2,39
6,6,5,6,58
2,8,7,9,67
5,6,3,5,47
7,9,7,6,71
8,7,4,8,65
7,5,3,7,54
6,6,3,8,56
2,4,3,2,26
9,10,8,8,85
10,10,10,10,101
7,3,6,9,61
2,8,9,2,54
9,5,8,5,70
4,7,8,4,59
10,4,9,7,77
5,7,5,4,53
10,6,2,7,60
2,5,10,2,45
4,2,4,2,28
5,10,3,5,54
7,3,2,5,44
5,2,2,1,22
8,8,5,7,69
7,9,6,10,82
3,3,2,2,25
6,5,5,7,55
7,8,7,7,69
4,2,10,6,56
2,10,2,7,52
6,7,10,8,76
3,9,8,6,67
7,2,2,3,34
6,5,8,4,56
6,3,10,2,54
7,7,8,6,73
6,8,9,7,77
8,2,3,2,35
7,7,9,9,80
9,5,3,8,59
10,4,9,4,68
4,4,6,4,42
5,10,8,10,81
5,5,8,7,61
7,2,3,2,38
3,8,2,9,53
3,10,2,9,59
2,6,8,2,48
3,2,9,5,50
6,7,6,6,59
5,8,5,10,71
2,9,3,8,56
5,7,2,5,45
4,8,6,10,68
9,3,5,10,66
3,5,10,7,61
8,2,3,3,38
2,4,9,6,53
10,8,2,8,69
4,2,7,1,34
6,4,2,7,47
6,10,8,10,88
3,3,7,2,34
3,7,7,6,54
5,9,5,8,66
3,10,6,2,52
5,9,10,7,80
10,6,4,5,61
6,9,9,10,87
3,2,3,2,26
4,9,8,9,78
6,3,9,4,57
3,6,8,4,50
10,5,10,10,89
9,3,3,2,41
10,2,8,9,70
5,8,9,5,67
5,5,9,5,62
9,4,6,5,63
3,4,6,6,47
8,6,6,9,74
10,5,8,7,76
3,8,9,2,55
8,8,2,9,67
8,8,4,7,66
5,6,8,8,64
10,9,2,10,76
9,5,10,8,81
9,4,8,9,77
7,5,8,7,68
4,7,2,9,54
6,8,8,5,64
3,5,4,7,50
9,3,2,10,58
10,3,4,9,65
8,5,5,10,71
8,8,4,10,74
7,7,5,6,63
9,4,7,4,61
10,8,5,10,83
6,2,3,8,44
9,2,7,10,73
3,10,2,4,45
2,10,8,1,54
6,2,7,1,39
9,9,10,8,92
4,5,9,7,64
6,10,10,6,77
8,3,4,5,53
10,9,3,10,81
5,7,4,8,63
10,8,4,10,82
8,8,7,10,85
9,6,5,6,62
2,9,9,2,58
9,2,10,7,71
5,3,5,3,42
9,2,2,6,50
4,2,10,1,44
8,3,3,9,57
10,2,2,4,43
3,5,6,6,49
5,10,5,10,74
9,9,3,8,73
4,3,8,2,41
5,4,4,3,42
8,8,4,7,66
6,4,9,8,65
2,10,5,10,70
9,6,2,10,67
9,5,4,5,58
3,7,9,4,55
4,8,9,4,65
7,9,7,8,74
8,10,3,7,70
10,3,2,9,57
9,2,9,5,65
7,3,4,8,56
9,4,3,4,49
8,3,5,2,44
9,5,10,10,84
5,10,4,10,72
4,4,9,3,50
7,8,2,7,58
4,7,2,7,49
10,3,4,9,64
7,9,3,7,64
2,5,3,1,25
10,3,10,5,69
6,4,10,8,72
9,6,4,7,64
10,9,4,10,83
6,6,9,7,72
8,10,9,10,92
7,8,3,9,68
9,7,9,10,86
8,4,10,9,75
3,4,2,4,35
2,8,4,9,54
9,7,6,9,78
2,9,6,10,66
8,6,9,6,72
6,9,6,8,71
4,3,3,3,33
9,10,3,8,75
2,5,5,3,36
10,5,3,6,57
2,6,2,7,43
8,2,3,9,57
10,10,2,10,77
6,6,10,8,75
4,10,4,6,58
9,3,3,7,55
3,7,5,2,40
8,5,4,6,60
2,3,10,1,39
7,4,6,5,52
5,10,3,10,70
4,9,10,8,74
2,4,7,5,46
7,5,10,9,80
8,5,7,6,63
8,7,6,6,67
8,8,2,10,73
10,5,6,10,79
3,6,8,4,55
9,5,5,7,65
3,6,10,3,54
2,4,7,2,35
3,2,8,5,46
3,4,9,6,55
10,3,4,10,70
6,5,6,7,57
4,2,3,6,36
4,9,4,10,65
5,5,6,7,56
2,6,6,5,45
3,10,2,10,61
3,10,2,9,62
3,4,7,5,47
4,4,5,5,48
6,9,6,8,71
3,6,6,7,58
5,4,7,4,49
7,2,8,5,55
4,9,10,5,73
7,6,8,5,64
9,9,8,9,88
6,6,10,8,77
10,6,2,9,66
2,9,5,1,40
7,10,7,7,80
6,2,3,5,37
8,7,7,10,79
6,8,3,8,60
8,7,2,8,59
4,2,3,4,31
2,10,9,5,66
8,10,10,9,94
10,2,4,7,57
4,8,3,5,50
9,10,6,10,87
5,9,6,9,72
3,5,4,6,46
4,10,3,3,50
3,3,3,5,32
10,6,8,10,87
6,5,4,7,57
2,10,10,8,76
7,2,9,1,46
10,2,4,2,47
3,4,7,2,39
5,10,3,10,73
6,7,4,9,68
8,9,10,10,89
8,6,9,10,81
4,7,8,5,59
5,6,2,7,51
4,7,9,6,62
10,4,7,4,63
6,4,9,3,58
3,2,2,4,25
4,4,5,5,48
6,6,5,5,56
8,9,7,10,85
2,5,10,2,46
3,2,9,1,36
6,9,7,6,71
10,2,6,5,60
6,3,3,8,51
8,7,9,10,84
7,10,6,7,77
4,4,5,5,46
10,7,8,9,87
5,6,9,8,69
8,8,7,7,75
4,8,2,9,54
6,2,2,6,38
9,10,3,10,77
2,9,8,10,75
4,3,2,3,27
4,2,8,6,49
7,5,9,6,67
5,10,2,6,57
7,10,2,9,70
7,2,8,5,57
7,9,3,7,65
7,4,4,7,56
9,8,7,8,81
9,10,7,8,83
4,3,2,5,33
3,7,7,9,67
4,8,2,10,58
4,3,8,3,48
8,3,5,8,59
6,2,3,1,33
2,3,2,4,27
8,7,8,7,76
6,4,6,5,50
10,3,5,10,68
4,7,10,7,72
6,10,2,10,69
2,3,4,4,30
2,10,10,6,72
5,7,10,8,75
7,4,4,4,45
2,3,9,3,45
5,3,8,3,48
7,6,7,7,67
5,5,8,6,57
3,6,4,2,35
2,7,5,9,57
7,2,3,7,50
8,10,9,10,89
5,2,10,2,44
3,3,4,3,35
4,3,7,4,44
5,6,10,4,64
5,6,7,8,68
3,2,2,5,30
2,5,2,6,36
10,5,8,5,68
3,10,2,8,60
5,8,10,10,84
8,2,3,8,49
6,9,9,10,83
2,10,9,8,70
2,7,9,8,63
9,6,3,8,64
4,7,2,7,53
2,10,6,10,71
4,7,10,7,73
3,7,4,5,49
4,7,7,9,67
4,10,8,5,66
6,5,3,5,50
4,3,10,6,54
6,8,9,8,79
7,6,10,5,71
6,5,9,4,59
5,10,9,10,88
9,8,5,10,83
5,3,6,2,43
4,9,5,6,60
4,5,8,7,58
2,3,2,3,25
7,4,9,4,62
7,3,6,4,51
8,9,8,8,83
6,3,6,7,57
9,4,6,10,69
7,4,4,6,49
8,2,5,8,58
2,6,5,5,45
8,9,10,10,93
5,6,5,6,54
4,10,6,8,67
6,5,7,6,57
9,3,8,5,60
9,7,5,7,71
10,2,8,4,60
8,3,3,2,38
8,7,6,7,68
4,6,2,8,48
4,8,10,9,80
2,3,4,2,25
7,4,2,9,56
10,9,4,8,80
3,10,9,9,75
3,5,2,3,29
9,2,9,3,60
10,8,5,7,74
3,2,3,4,29
2,9,6,4,53
9,3,4,6,56
2,3,5,2,30
3,8,10,7,70
6,2,6,6,48
2,8,10,6,66
10,3,7,10,78
9,4,7,8,71
8,2,3,8,52
6,3,4,7,47
7,10,3,9,72
3,7,8,6,57
6,6,10,5,68
5,8,10,4,68
4,5,7,5,54
9,9,2,8,72
10,8,4,10,82
6,10,6,10,78
5,8,2,9,61
4,4,2,5,35
8,4,3,8,59
3,6,6,7,56
8,9,3,7,70
5,4,5,6,48
5,3,6,2,42
9,10,8,10,93
2,5,10,2,44
6,10,4,7,69
2,6,5,1,36
9,7,9,9,84
2,2,7,2,35
9,2,7,9,66
7,6,5,5,55
2,6,7,5,51
2,2,5,4,31
5,9,2,6,55
2,4,3,4,35
6,10,5,10,78
3,2,9,3,44
3,2,4,3,29
3,4,7,4,48
9,4,9,10,78
2,10,8,5,59
9,2,2,1,35
4,7,4,4,45
4,9,2,9,57
3,5,7,3,44
6,6,4,5,55
9,6,7,10,79
9,4,6,7,65
6,6,7,5,57
8,4,9,7,72
7,2,8,7,61
8,2,5,4,47
7,5,7,5,58
6,10,9,8,81
2,4,5,6,40
7,6,10,9,82
6,9,5,10,74
9,2,8,2,49
10,7,7,10,82
4,4,6,4,47
6,6,2,8,55
9,9,9,10,95
9,6,3,9,67
8,3,9,5,60
2,8,9,10,70
6,5,10,4,61
10,6,8,5,71
9,2,8,7,68
5,2,5,5,40
2,9,10,10,80
10,5,6,10,77
5,8,6,5,61
6,5,7,8,65
7,2,9,1,44
3,2,2,1,23
4,5,7,3,50
2,7,4,5,46
5,5,7,4,51
5,2,4,5,37
8,2,3,3,43
6,6,10,5,70
3,9,6,7,62
10,7,8,6,77
2,7,3,7,50
9,6,8,7,76
4,7,9,8,72
8,4,5,9,66
9,8,3,7,66
7,10,8,10,87
8,4,5,9,62
10,8,6,10,85
9,6,6,5,62
8,2,7,2,48
10,6,5,7,69
10,3,4,2,49
9,4,6,3,53
4,5,10,3,52
2,5,4,3,38
2,8,8,6,59
6,8,10,9,83
3,2,3,2,22
8,7,9,6,76
5,7,3,6,53
8,3,5,2,48
5,9,4,6,58
2,5,9,1,39
5,7,8,4,62
6,5,9,8,68
2,3,7,2,36
8,3,3,5,49
5,4,9,5,54
10,5,9,7,77
2,9,3,10,61
6,9,10,7,82
7,4,7,8,66
4,4,3,4,40
7,10,4,9,75
8,2,7,2,44
2,6,10,2,50
2,4,5,6,41
8,2,3,10,56
8,3,2,8,50
4,7,7,7,64
6,4,9,3,56
2,9,7,3,50
4,3,8,2,43
10,5,4,10,74
7,6,3,7,56
7,9,7,8,80
7,9,7,10,80
3,3,5,4,38
9,8,3,10,78
4,10,9,9,77
8,6,10,7,75
6,4,4,5,44
2,5,6,3,38
4,9,6,8,65
5,10,9,9,80
8,9,7,8,81
5,3,5,3,43
4,5,3,7,49
8,3,9,8,69
4,6,9,8,70
4,3,6,4,44
4,3,4,6,42
3,6,4,5,47
2,7,7,8,59
8,8,6,8,77
5,4,2,3,32
7,2,3,1,35
8,7,8,7,72
6,2,4,4,42
2,4,7,2,37
3,5,8,6,57
7,9,6,9,80
4,9,9,3,62
5,6,8,8,68
4,3,7,5,48
6,7,5,8,62
5,5,6,5,49
3,10,7,10,72
9,6,5,7,69
2,3,2,5,28
6,4,7,7,62
6,7,7,5,65
10,7,10,10,89
6,8,5,8,67
10,10,3,10,83
5,5,10,7,65
9,6,10,10,87
2,2,10,2,39
8,10,2,10,77
7,3,7,7,57
9,8,9,10,92
10,5,8,10,79
8,10,2,10,75
3,3,5,3,35
8,6,8,10,79
7,2,4,4,45
2,7,3,4,41
2,3,6,5,37
8,4,7,4,57
6,5,2,6,47
5,6,10,8,70
4,10,4,4,54
2,2,9,4,41
3,8,7,9,68
7,2,10,2,50
7,3,10,3,57
5,9,5,7,65
3,2,8,4,42
10,7,6,8,75
3,4,9,6,54
6,2,7,1,42
9,5,2,9,64
5,2,7,4,42
5,9,9,7,76
2,4,9,3,46
3,3,10,4,49
7,5,5,6,59
8,2,5,10,59
7,4,8,7,64
4,9,9,5,70
7,10,4,10,76
9,5,6,10,72
6,7,5,7,60
3,7,5,9,60
5,7,4,4,47
4,2,4,3,30
4,4,8,6,58
5,7,7,7,62
4,4,2,5,35
2,10,3,7,55
2,9,4,7,55
2,7,2,5,37
10,4,7,5,64
3,7,4,9,54
10,3,5,3,50
10,8,9,9,93
3,7,7,9,62
5,8,8,10,79
4,3,3,6,40
5,2,3,3,33
9,4,2,5,53
6,7,4,5,58
6,9,3,10,68
10,8,10,8,92
5,4,5,4,48
3,9,5,2,50
9,9,7,9,88
6,3,3,4,38
4,7,6,5,54
10,10,3,10,79
8,6,9,5,71
3,5,4,5,41
5,7,8,7,68
7,10,8,9,83
10,9,8,10,91
7,4,10,8,74
8,8,4,8,70
2,4,6,3,38
10,3,2,6,52
6,7,9,8,75
6,3,3,2,37
5,5,4,7,50
7,4,2,4,43
2,8,10,4,62
10,9,9,10,96
4,2,5,5,43
6,5,3,5,48
2,10,6,2,50
2,4,5,1,29
6,4,4,7,55
3,5,5,5,46
7,10,9,9,89
9,5,3,5,58
7,6,2,9,59
7,4,5,6,53
8,6,8,5,68
3,6,8,2,45
10,7,7,8,82
5,5,5,7,58
9,10,4,10,85
3,10,10,9,78
2,10,4,9,61
4,9,6,10,74
5,10,7,10,83
2,6,7,1,37
9,7,9,9,88
10,9,9,9,93
3,9,8,9,71
6,8,10,8,81
10,5,8,7,75
8,10,4,9,77
4,6,4,4,42
4,8,5,3,52
6,2,8,3,45
2,8,5,8,60
2,2,6,2,29
9,8,10,10,95
10,5,9,10,87
7,5,6,7,62
9,9,8,8,85
4,10,3,7,58
10,10,4,10,86
6,7,4,7,61
9,5,10,5,73
10,2,7,10,72
3,10,2,8,60
6,10,10,7,82
8,2,7,8,65
4,6,2,3,39
2,6,8,7,58
4,3,4,3,35
9,5,2,5,53
5,3,8,7,54
10,8,2,9,74
4,2,3,1,26
6,5,3,7,52
2,7,9,4,54
6,5,8,6,62
9,9,5,10,84
8,7,7,7,72
2,2,5,1,24
2,8,4,10,59
7,3,7,4,50
9,4,8,9,74
8,2,5,7,57
5,3,9,7,61
9,5,7,5,68
7,6,4,9,62
2,10,5,8,63
9,9,3,10,78
10,6,7,6,69
9,10,5,10,86
8,9,2,8,67
8,6,3,10,68
5,7,4,5,54
4,2,7,6,46
4,5,4,7,49
6,5,9,8,72
2,3,7,4,41
6,8,9,5,67
10,9,9,10,97
7,10,5,10,83
10,10,10,10,98
10,6,9,10,88
2,6,5,1,36
10,9,2,8,71
10,4,5,8,66
9,6,3,9,66
2,4,6,6,48
8,10,6,7,74
10,2,9,10,76
7,7,4,6,63
3,2,8,1,38
10,4,4,5,60
5,5,8,4,52
6,4,8,6,62
6,4,6,7,55
4,2,5,2,29
8,10,9,9,91
2,4,9,6,49
10,10,6,10,93
7,7,7,6,70
4,10,2,5,53
2,10,9,3,60
5,3,5,6,45
10,9,5,10,88
8,9,10,10,89
5,7,3,8,54
5,6,4,4,47
9,4,7,7,67
6,7,8,8,69
8,5,6,6,59
9,10,8,10,93
7,4,10,9,72
6,6,4,8,59
10,7,5,10,78
4,4,7,5,51
4,8,3,9,61
10,7,2,6,65
10,2,3,8,60
2,10,7,7,65
8,10,7,7,79
7,4,10,4,59
7,4,10,3,63
7,3,10,5,59
3,5,4,2,34
3,4,2,3,29
10,6,9,8,84
8,9,10,8,88
3,3,9,2,45
6,8,4,8,62
9,8,5,10,82
2,10,9,8,70
5,6,3,6,49
7,4,10,7,67
9,3,6,8,66
2,5,5,2,34
2,9,2,1,34
6,4,3,5,47
5,9,9,10,79
9,5,2,6,55
6,4,9,7,62
6,7,2,9,61
3,7,7,7,62
2,6,4,2,32
9,2,6,2,48
9,10,2,9,74
5,5,4,7,53
2,4,3,2,30
5,9,6,6,65
6,5,4,4,45
3,10,9,10,79
6,10,3,10,73
10,2,2,10,60
5,6,4,7,57
10,4,10,5,72
10,6,5,9,73
8,5,10,4,64
9,5,8,9,80
9,6,6,5,62
3,5,10,4,57
6,2,8,6,56
6,2,9,3,48
7,6,8,7,67
4,8,2,3,42
2,3,2,3,23
8,4,4,4,47
5,8,3,10,66
6,7,3,8,57
7,8,3,9,69
3,4,8,4,47
2,10,8,4,62
4,9,8,9,76
4,7,8,4,59
5,7,10,9,75
3,8,5,10,68
9,4,4,5,57
4,6,10,3,58
7,10,5,10,78
5,8,10,6,75
5,5,9,4,54
6,2,7,3,48
8,8,3,10,71
3,8,9,10,78
10,3,3,10,65
6,3,3,5,42
7,6,9,6,72
6,2,2,5,37
2,10,4,8,58
4,9,9,7,75
3,4,4,6,42
10,5,10,5,75
10,5,5,5,65
7,2,4,5,47
9,9,5,9,79
8,4,8,6,62
2,3,2,2,25
8,5,9,5,67
5,5,6,7,54
10,5,10,7,80
10,10,3,10,80
8,9,9,10,91
5,8,8,9,75
4,4,6,4,44
8,8,4,7,67
4,9,4,4,54
2,4,10,5,50
7,4,9,6,67
9,5,9,7,76
6,8,4,6,62
6,8,9,9,77
8,6,5,10,75
7,8,5,8,68
9,10,8,10,90
2,8,2,7,44
5,5,4,5,48
5,2,5,4,39
5,2,2,2,28
9,8,3,9,69
8,10,8,8,82
7,8,8,9,78
9,8,6,9,80
10,5,8,4,67
6,6,8,8,67
9,10,3,10,79
10,8,10,9,92
4,10,8,3,63
8,2,8,5,59
4,6,6,4,53
8,10,10,9,89
4,4,9,6,60
3,8,9,4,59
2,4,3,3,28
9,10,3,10,77
10,5,5,6,68
4,9,9,8,78
7,5,6,6,62
3,9,2,10,57
4,10,9,9,80
6,9,7,5,66
2,7,6,7,56
10,2,4,3,49
10,8,3,10,76
9,8,5,7,71
4,9,7,7,64
3,8,8,2,49
8,5,4,8,64
7,10,3,10,75
4,4,6,5,44
5,3,2,5,34
4,6,2,5,39
3,9,5,6,58
5,4,10,3,57
2,8,4,7,52
8,6,3,10,70
3,4,9,4,51
6,5,2,7,47
3,9,8,6,62
4,10,7,4,61
3,5,3,7,45
6,7,4,7,62
6,5,10,4,63
7,10,4,10,79
5,2,6,7,53
8,10,10,10,94
2,4,4,2,33
3,5,3,5,38
9,5,4,5,58
10,9,3,10,78
5,3,9,7,57
6,5,7,5,55
8,8,10,9,86
6,5,8,6,65
8,4,5,8,61
10,4,5,10,73
9,9,2,10,75
5,9,5,5,59
3,9,7,7,66
5,5,10,5,65
10,10,10,10,101
9,8,3,10,72
8,5,6,4,60
9,5,6,8,69
10,5,4,5,60
6,6,9,8,74
10,8,3,10,78
7,8,2,9,62
3,6,3,3,40
3,7,4,9,54
3,7,8,9,69
10,7,9,10,93
10,7,10,10,93
2,10,7,5,57
5,3,10,6,62
3,5,3,2,29
2,8,2,5,39
4,8,9,3,61
3,4,10,5,55
3,7,6,4,49
8,7,10,10,84
3,4,5,2,35
9,10,10,10,96
8,3,9,7,66
5,4,7,7,56
6,9,10,8,85
10,9,8,10,90
2,10,5,7,62
9,3,6,2,47
7,8,3,6,61
7,4,7,9,64
2,2,4,4,27
9,6,6,5,66
10,9,10,10,96
8,7,4,10,74
7,10,7,8,77
4,7,5,7,59
4,2,3,6,38
4,6,6,4,49
6,10,10,8,86
5,10,9,7,80
9,3,4,6,57
8,5,6,9,73
7,9,10,10,92
7,4,4,3,42
7,8,9,7,74
6,2,3,3,33
9,8,7,10,87
7,5,3,7,55
8,4,5,7,62
7,6,9,9,80
5,3,8,4,48
2,6,2,2,28
2,6,6,2,40
8,2,3,4,44
8,3,8,5,62
5,4,5,4,45
3,2,6,4,34
7,3,3,3,42
2,10,4,10,64
5,5,5,7,55
4,9,4,9,64
2,4,5,2,35
8,7,8,10,84
9,6,3,10,72
2,8,9,4,55
10,10,5,10,85
5,2,2,4,33
6,5,4,8,54
10,4,8,9,80
6,4,5,5,51
6,4,10,4,58
7,5,8,7,69
9,3,3,8,58
9,9,8,8,84
3,7,8,2,51
9,5,6,10,77
8,9,2,10,69
8,5,10,9,81
6,6,4,8,63
7,3,6,4,50
3,6,8,4,50
10,8,8,7,84
5,4,7,5,52
2,2,4,2,25
2,5,4,6,43
3,8,8,9,70
