1,3,3,2,8,34
1,1,0,1,4,16
6,0,4,4,6,36
2,0,5,2,1,15
3,5,4,3,4,43
8,7,7,6,1,54
8,10,10,8,3,77
10,7,10,10,8,98
4,8,6,3,9,59
5,6,3,3,6,42
9,3,10,10,6,83
1,3,2,2,1,14
10,4,8,8,1,66
4,1,3,2,5,26
9,4,8,8,2,60
2,3,2,2,0,13
4,3,7,6,4,45
7,8,9,7,6,77
3,3,5,2,10,51
6,5,7,8,5,64
5,8,5,3,10,64
3,2,6,3,8,44
4,3,3,2,6,39
4,1,5,5,1,37
9,6,10,10,9,88
3,2,4,4,10,48
1,1,1,2,2,11
5,5,5,5,0,44
2,0,5,3,10,43
9,6,10,10,2,71
8,0,8,9,1,51
7,1,4,5,6,47
9,0,8,8,6,61
8,4,8,8,9,70
7,10,8,6,7,80
1,4,4,1,3,24
3,5,4,2,6,38
10,4,10,10,10,94
10,6,10,8,2,72
9,5,10,9,7,79
9,0,10,10,10,77
8,4,6,6,0,52
4,0,1,2,10,35
7,1,9,9,2,54
1,6,3,0,0,20
3,10,4,2,4,47
10,5,10,10,6,87
9,6,7,8,7,79
7,0,10,7,8,68
5,7,7,5,7,67
8,0,7,6,7,60
6,3,7,7,8,62
9,2,9,8,8,67
8,8,9,9,5,76
5,5,3,3,10,57
4,10,3,2,2,43
7,9,10,9,8,84
10,0,10,10,2,79
2,10,3,2,5,44
9,10,10,10,5,94
7,2,8,7,4,57
2,8,0,1,9,37
5,2,6,4,7,50
10,1,10,10,9,88
10,7,10,9,1,77
2,6,4,3,0,33
1,10,0,0,2,33
9,6,10,10,7,94
10,2,10,9,0,62
5,6,6,7,6,64
3,1,1,2,6,22
6,0,7,7,8,61
4,5,5,6,1,46
1,1,3,0,5,15
10,5,10,10,10,96
5,8,7,6,5,64
8,5,9,7,4,70
6,1,9,8,8,63
4,7,6,5,2,44
2,0,1,1,8,19
2,5,1,2,9,42
8,4,9,10,4,66
6,4,5,6,7,55
7,7,7,5,4,59
4,5,3,4,7,42
1,1,3,1,1,17
5,8,9,7,1,62
9,9,10,9,1,77
7,5,6,6,9,63
5,4,4,5,1,33
10,9,8,8,3,77
4,3,2,2,9,38
1,1,6,3,3,33
6,4,8,6,4,56
2,5,4,3,0,25
6,9,5,6,10,77
9,4,8,9,1,63
2,10,5,4,7,54
6,7,7,5,3,59
3,1,5,3,4,35
2,1,2,0,9,33
1,5,2,0,2,20
4,3,9,6,7,53
3,8,3,1,3,31
8,4,5,6,6,58
6,5,3,4,5,41
7,10,9,6,5,77
9,6,9,7,6,77
9,2,9,9,5,71
7,5,6,5,6,60
7,7,5,5,6,62
1,4,4,1,2,24
6,2,6,7,3,50
6,3,6,7,1,49
3,9,2,2,2,35
2,2,4,4,7,33
4,8,5,3,1,41
6,0,10,8,8,60
5,9,6,5,8,64
1,4,0,0,7,23
1,9,0,0,8,37
10,4,10,10,0,80
8,1,10,9,6,65
5,2,4,5,8,53
1,8,4,1,8,46
9,2,7,7,5,59
6,3,8,8,2,53
8,5,10,9,2,74
8,3,9,7,4,57
8,3,5,6,8,61
8,8,9,7,3,66
6,6,8,5,3,61
8,6,10,8,9,81
7,5,5,6,5,57
6,7,9,8,2,68
3,6,1,1,1,26
3,8,7,4,2,51
4,0,5,6,1,36
10,9,10,10,9,106
8,3,10,9,3,65
7,4,8,8,5,66
3,1,5,5,7,39
10,7,10,10,9,88
3,2,5,2,2,25
7,9,6,5,10,75
1,4,2,2,6,26
2,1,1,2,7,25
4,5,5,6,2,46
10,10,10,9,6,96
3,6,3,4,3,37
7,9,8,5,3,66
10,0,10,10,7,84
7,6,7,5,8,70
8,2,5,6,6,55
9,2,10,10,8,89
10,8,10,10,0,83
4,2,3,2,3,32
5,1,5,5,7,45
2,10,4,4,3,43
1,5,0,0,3,16
5,0,7,7,10,62
7,9,10,8,6,84
9,3,8,7,10,70
10,8,10,10,3,97
6,2,4,5,7,49
10,2,10,10,4,82
3,4,4,5,5,41
9,6,8,7,0,61
10,4,10,10,6,80
3,7,1,2,2,27
10,1,10,10,8,88
2,5,3,3,8,41
2,3,6,3,4,36
2,0,5,4,2,22
7,9,8,5,3,62
3,9,3,2,10,61
5,1,10,7,9,67
7,3,9,6,9,74
10,9,8,8,9,86
9,6,10,7,1,71
1,9,4,2,8,50
8,0,10,9,5,65
10,8,10,10,1,85
7,4,10,9,4,72
1,5,2,0,3,22
5,4,7,5,4,54
3,9,6,5,5,58
10,10,10,10,5,93
7,10,6,7,9,76
3,0,4,4,1,24
3,4,0,1,3,26
9,7,10,10,8,89
5,9,3,3,6,53
3,6,3,1,9,46
2,5,3,4,10,46
8,0,9,9,2,55
9,4,10,10,1,78
10,6,9,9,3,79
5,3,4,5,10,52
5,8,2,3,6,44
7,9,5,6,10,79
5,4,4,4,0,29
8,1,8,6,7,61
2,2,0,0,8,22
1,6,0,0,8,25
1,4,4,2,10,38
4,8,1,2,8,49
5,5,8,7,0,54
3,8,7,4,2,53
1,8,0,1,8,38
4,10,5,4,3,50
10,6,7,8,3,68
3,1,2,3,10,42
8,5,8,6,8,74
10,1,10,9,0,58
5,10,9,7,7,78
9,9,10,10,0,84
10,2,10,10,6,77
10,0,10,8,7,77
9,9,10,8,0,73
3,9,1,1,0,32
5,6,5,4,9,61
3,7,5,5,9,61
10,7,7,8,8,85
5,2,7,6,3,49
1,9,3,2,9,53
1,9,3,3,8,48
9,10,10,10,8,98
7,5,8,8,2,62
2,5,2,3,4,33
6,9,6,7,5,68
8,4,9,7,1,60
7,8,9,6,0,58
6,10,8,7,0,62
5,5,9,6,0,45
10,4,10,10,5,87
10,9,10,9,9,95
1,2,0,0,9,16
2,1,4,1,10,40
2,5,6,4,5,49
2,8,1,1,8,36
8,0,10,9,7,71
7,0,10,8,5,64
7,7,5,6,1,50
8,6,8,8,2,65
5,7,9,7,7,70
9,9,9,7,6,80
2,7,0,1,7,32
7,10,8,8,1,74
9,3,10,10,5,84
2,0,6,3,1,19
1,4,3,1,4,27
1,10,2,0,7,43
10,8,10,10,1,84
9,3,9,9,0,58
6,7,9,7,8,75
7,4,7,8,5,61
1,5,2,0,0,20
4,4,6,4,8,56
5,2,5,4,9,53
8,0,9,7,10,68
6,3,8,8,2,58
10,2,10,10,6,87
9,10,10,10,9,100
5,9,6,4,1,51
1,10,0,0,9,40
9,9,10,10,3,87
5,0,2,3,10,45
6,3,7,8,8,59
4,1,7,6,9,51
1,10,4,1,6,44
4,9,8,6,4,62
6,9,3,4,10,69
9,10,10,7,8,94
4,5,3,4,5,38
2,1,5,3,0,27
7,4,9,9,1,64
5,1,6,5,10,51
7,9,8,5,4,70
6,6,9,8,4,67
3,4,1,1,6,34
2,9,0,0,6,39
1,9,1,1,9,40
1,1,1,0,9,23
3,6,5,3,7,49
4,3,7,4,9,54
6,10,4,5,8,67
4,9,1,2,10,55
5,3,6,4,3,39
9,0,8,8,10,72
5,8,2,3,3,46
5,7,6,4,7,61
1,0,5,2,4,25
6,5,10,8,4,64
4,8,5,4,10,59
5,3,8,7,1,44
10,3,10,9,7,75
5,3,6,5,0,39
4,1,5,6,8,51
1,9,2,1,4,36
1,1,5,3,8,41
8,10,7,8,10,90
3,7,6,3,2,45
3,10,3,4,0,42
4,6,4,3,7,52
8,4,8,8,7,70
1,6,0,0,4,25
5,3,8,5,3,43
10,1,10,10,1,76
10,4,10,10,0,82
4,0,6,5,6,43
5,0,3,3,9,41
7,8,10,7,3,75
4,2,3,4,1,32
6,1,7,4,1,39
4,4,6,6,1,38
4,6,7,4,4,47
5,5,8,7,1,50
4,3,4,3,5,34
7,2,8,9,8,64
4,3,9,6,5,52
8,5,7,7,0,55
6,9,5,6,5,65
4,4,7,6,7,52
9,7,10,9,2,81
8,7,10,10,5,88
10,4,10,10,5,84
5,2,2,3,3,27
6,9,6,6,3,60
1,0,1,2,2,10
5,2,4,3,7,45
2,9,0,1,6,39
5,3,8,5,10,60
5,7,7,5,10,73
1,1,3,2,9,37
6,2,6,6,10,57
6,6,5,4,8,61
8,0,6,7,1,44
8,1,7,6,8,58
5,8,3,4,3,47
5,9,8,7,1,58
10,0,10,10,1,72
2,4,1,0,0,10
7,7,6,7,1,53
10,9,7,8,7,82
1,9,0,1,6,37
5,8,5,5,1,51
6,2,8,6,8,55
4,8,2,2,6,47
3,2,5,5,5,36
8,4,9,9,8,72
3,0,6,3,0,23
5,9,9,7,1,60
8,9,8,8,0,64
1,8,1,2,1,23
8,1,9,8,4,64
4,9,2,2,3,45
10,3,8,9,1,64
8,10,10,9,5,89
2,10,5,4,7,53
4,8,4,5,4,50
4,5,9,6,4,54
4,5,3,4,2,34
6,5,8,5,9,62
1,1,3,2,9,36
3,6,8,5,6,61
3,7,2,1,10,50
5,8,6,5,5,61
1,9,6,3,5,48
8,7,9,8,10,83
2,8,2,0,7,36
3,4,3,2,10,43
7,1,6,5,8,58
8,1,10,7,7,61
10,5,10,9,3,72
8,2,9,10,3,66
8,0,6,7,7,60
4,7,8,6,2,51
6,8,4,5,4,49
3,8,4,5,9,64
1,1,5,3,4,27
8,4,8,8,10,73
7,4,9,8,2,62
6,7,9,6,9,76
10,10,10,9,5,89
4,10,5,4,0,43
10,4,9,9,0,64
7,2,5,5,9,61
1,0,4,1,7,22
10,1,9,10,2,62
2,9,2,1,5,42
5,1,4,5,0,34
7,1,5,5,10,60
9,10,10,9,1,85
6,9,8,6,8,77
9,9,10,10,3,92
7,10,4,5,0,58
3,4,5,4,8,47
4,2,6,5,1,31
5,5,6,7,4,51
10,6,10,10,5,80
1,7,0,0,9,36
4,8,4,4,0,40
8,0,10,9,1,55
1,1,4,2,10,42
3,10,7,5,7,65
5,0,5,4,2,28
5,4,7,5,8,62
6,1,6,6,9,55
9,2,10,10,1,68
10,3,9,8,0,55
1,0,5,2,5,21
5,3,7,5,3,43
10,5,10,10,7,96
1,10,1,2,6,42
7,9,5,6,10,80
7,0,8,9,1,46
2,4,2,0,9,32
10,1,10,10,2,67
9,3,10,10,0,60
4,5,2,3,8,41
2,7,3,0,0,21
3,7,3,3,3,35
3,0,3,3,4,29
2,7,2,1,1,23
5,2,8,7,1,49
7,1,9,8,4,58
3,8,3,1,5,39
8,9,9,10,3,79
6,3,5,4,3,44
4,10,6,4,5,59
9,9,6,7,7,77
1,0,1,2,1,5
7,6,6,6,5,62
8,1,8,8,6,63
8,0,10,10,2,68
1,6,3,0,1,19
3,5,5,2,9,54
8,0,8,6,4,52
6,9,5,6,5,64
4,10,4,4,5,59
7,10,4,5,10,75
2,4,3,1,6,32
5,5,5,4,9,54
4,2,7,6,6,52
8,2,9,10,6,65
4,2,2,2,2,26
4,1,2,3,1,21
4,4,2,2,6,31
5,9,6,3,3,58
2,7,0,0,10,39
3,0,2,3,3,24
6,4,7,8,3,51
2,7,5,2,1,30
1,7,2,2,7,41
1,8,3,2,6,42
6,3,7,5,5,52
10,9,10,10,2,98
1,0,4,2,0,10
1,4,4,3,1,26
6,3,4,5,8,56
7,5,7,7,6,62
5,6,6,6,10,70
5,2,6,6,2,44
5,9,6,5,7,65
6,2,8,8,8,63
6,3,4,4,4,47
3,1,4,5,2,26
4,8,1,2,4,38
3,8,2,2,9,52
2,10,1,0,4,32
6,7,7,5,8,63
3,7,5,2,10,57
3,5,7,5,6,53
8,7,10,9,0,66
1,0,5,2,0,17
8,2,9,8,5,63
3,9,2,3,7,52
10,2,10,10,7,80
6,10,10,7,9,85
5,5,7,4,1,47
1,10,5,2,0,36
8,7,10,9,0,74
1,3,1,0,3,17
7,0,10,7,7,64
9,6,9,7,9,82
3,7,3,3,6,49
6,8,8,8,9,84
6,9,6,7,10,79
1,3,1,1,6,29
1,1,0,0,4,13
1,0,2,2,5,20
8,8,10,8,3,76
4,10,3,3,6,52
5,1,4,5,3,41
8,4,9,10,1,64
3,4,0,1,3,25
4,5,2,2,5,34
2,4,6,4,10,57
9,10,10,10,9,105
3,7,7,5,10,67
1,2,1,0,0,9
9,5,10,7,0,66
7,10,7,7,1,66
8,4,9,6,9,68
1,3,3,2,6,30
3,0,0,1,9,23
9,6,10,10,6,82
8,3,6,6,5,54
2,3,1,1,4,21
7,8,5,5,9,70
4,8,3,2,0,36
9,3,7,7,1,58
7,2,10,7,8,63
4,5,6,3,10,54
7,7,8,9,5,71
7,8,10,7,7,82
7,2,8,5,10,63
2,0,2,0,0,10
7,3,5,5,4,46
6,8,8,5,5,68
1,3,0,0,6,20
8,2,10,9,2,65
3,7,2,3,5,36
1,5,3,0,8,33
10,7,10,10,6,101
6,7,4,5,2,45
6,6,3,4,9,62
2,5,1,0,1,16
7,1,5,6,2,37
8,8,10,10,0,80
6,0,10,7,5,53
10,2,7,8,10,77
7,8,10,9,7,79
10,4,10,10,10,107
6,3,5,6,3,42
5,1,4,3,1,28
7,4,7,6,5,54
6,10,5,4,8,64
9,4,10,10,8,83
3,4,2,2,0,26
10,1,10,10,6,93
5,5,8,7,3,56
2,2,3,3,6,28
5,4,5,4,0,32
10,9,10,10,10,104
9,0,10,10,10,86
9,10,10,10,10,104
2,5,2,3,0,25
1,8,6,3,3,37
6,6,3,4,7,48
10,8,9,8,2,74
4,8,5,3,9,62
7,7,10,9,2,71
4,1,4,2,8,34
9,5,10,10,7,87
9,6,10,10,4,81
3,3,6,5,2,41
1,1,3,0,9,31
10,0,10,8,5,70
5,7,9,6,4,67
2,1,4,3,10,46
4,1,9,6,6,48
4,4,4,3,5,35
3,10,3,3,3,51
9,1,10,10,9,81
10,9,9,9,6,91
6,2,9,7,2,48
8,1,7,6,4,50
7,8,8,6,0,61
6,7,6,7,6,66
10,3,8,9,2,63
4,6,6,6,9,67
6,0,9,8,8,58
4,8,6,6,4,57
3,9,6,3,5,52
2,4,0,0,6,21
10,5,10,10,5,82
10,9,10,9,10,96
2,2,1,0,6,27
4,7,3,3,9,54
1,9,2,1,5,41
7,6,10,8,9,86
2,2,7,4,10,46
1,6,4,3,4,37
2,2,3,2,2,24
7,3,7,6,5,58
6,2,4,4,2,37
2,4,2,3,10,43
9,5,10,7,3,70
8,7,8,8,10,88
5,2,4,5,1,39
3,6,7,4,1,37
5,7,6,5,6,53
3,2,5,4,6,42
4,2,2,3,10,44
7,3,10,8,0,57
10,8,9,9,4,76
9,4,9,8,10,84
2,6,0,1,6,31
8,8,8,8,3,72
4,6,5,4,3,46
2,10,0,0,5,41
6,2,7,4,4,50
8,10,10,9,3,84
4,2,3,4,3,27
2,7,4,3,7,51
4,10,9,6,5,69
1,6,2,3,1,22
9,1,10,9,2,60
8,2,6,6,10,62
5,6,4,3,5,45
6,2,9,7,8,66
4,9,6,3,1,47
4,9,1,2,7,47
8,4,10,9,1,65
10,9,10,10,1,88
2,3,6,4,4,38
1,3,0,1,2,19
4,8,5,6,6,56
5,7,8,7,5,65
7,10,4,5,7,68
2,10,5,3,0,45
7,4,10,8,1,60
2,0,4,3,3,25
8,1,8,6,8,58
3,1,4,1,6,31
9,6,10,9,0,72
5,10,6,7,7,77
2,7,4,2,10,52
9,6,9,8,0,65
6,2,4,5,4,40
7,2,5,5,5,50
3,3,0,1,4,20
1,8,2,0,1,18
7,5,6,6,3,54
8,0,8,6,3,47
1,8,0,1,9,34
8,2,10,9,1,57
2,4,1,2,2,23
10,8,10,10,8,104
5,8,6,3,6,59
10,2,10,10,7,73
7,8,8,9,7,77
7,4,10,8,4,73
2,1,0,1,1,12
5,8,8,6,7,68
5,2,5,6,6,47
9,4,8,7,4,64
7,5,9,7,4,59
5,7,6,5,9,65
1,8,0,0,4,23
7,6,8,5,6,67
10,10,10,10,10,114
4,2,4,5,2,33
1,2,6,3,8,45
5,9,8,5,5,68
5,10,9,6,6,72
3,2,3,4,4,33
10,7,9,10,10,96
2,1,1,0,0,10
6,2,9,8,5,59
8,8,10,10,2,78
5,6,6,6,3,54
8,7,10,9,2,76
10,7,10,10,2,88
4,4,7,6,3,52
9,10,9,10,2,87
2,8,5,3,7,51
1,2,2,2,0,9
10,7,10,9,8,93
5,8,5,4,9,59
9,5,10,9,5,74
5,9,5,6,7,69
9,2,7,8,10,76
5,10,4,4,8,68
2,9,1,2,0,28
6,4,7,6,6,58
8,2,7,8,3,51
2,3,0,0,8,28
5,8,8,7,9,70
2,3,1,2,5,22
6,10,6,6,4,69
8,0,6,6,9,62
1,9,1,2,5,33
6,7,8,5,0,50
2,0,3,4,1,16
2,10,1,2,2,32
6,7,10,8,2,63
6,0,9,7,3,46
2,6,6,4,5,41
8,8,7,7,10,78
1,4,0,1,9,29
6,9,6,4,8,63
9,9,10,8,3,81
1,9,0,0,6,32
3,6,6,4,3,43
10,6,8,8,9,78
2,3,6,4,1,31
6,4,4,4,8,54
7,6,8,6,3,64
4,8,3,2,5,48
6,8,6,6,6,62
8,8,10,7,0,67
1,6,4,2,7,35
3,3,3,2,2,26
7,4,6,6,8,66
5,6,8,5,3,56
10,0,10,10,9,94
8,6,10,8,7,76
2,6,4,2,7,39
1,0,1,0,9,26
1,9,1,0,8,41
10,0,9,8,2,56
7,9,8,7,1,70
1,10,0,0,5,24
6,0,4,5,8,42
5,2,5,4,6,48
5,4,9,7,3,60
2,10,2,3,5,44
10,2,10,8,8,80
3,6,8,5,4,57
9,7,10,9,2,81
3,8,6,4,9,64
2,10,0,1,7,42
6,0,4,4,1,34
6,10,8,6,9,78
5,2,10,7,4,55
6,5,9,6,7,65
1,3,5,3,1,27
3,0,8,5,9,50
7,7,9,8,10,86
8,8,10,10,3,88
6,7,7,7,8,71
1,8,0,1,8,39
10,7,10,10,3,86
3,10,5,2,8,58
9,7,10,8,5,79
3,2,6,5,1,30
3,3,6,3,6,42
9,3,10,10,0,64
9,9,6,7,9,85
10,9,10,10,9,111
7,2,10,8,9,77
4,0,6,4,9,42
3,1,3,2,10,38
1,1,0,0,9,18
3,5,7,5,5,50
9,3,10,10,8,93
5,10,5,5,4,64
6,1,6,6,9,60
6,8,6,4,10,73
3,5,7,4,8,49
10,2,8,8,3,59
5,9,8,5,8,69
10,5,10,10,3,87
2,5,3,2,4,37
1,6,4,2,10,49
8,7,10,7,4,73
4,9,8,5,9,68
5,7,7,5,4,58
3,0,4,3,6,37
10,5,10,9,5,83
8,9,10,9,4,84
10,6,7,8,7,78
9,1,6,7,0,47
4,7,7,5,6,58
4,6,4,5,2,46
3,1,0,1,10,35
2,4,7,4,8,50
5,10,6,7,7,76
7,10,6,5,4,69
5,2,6,7,8,54
3,9,2,1,8,46
6,6,7,6,0,49
5,9,4,5,2,49
4,6,2,2,6,36
4,0,7,5,1,36
10,8,10,10,2,90
6,4,6,5,9,64
2,7,3,1,5,35
7,3,10,8,9,76
3,5,5,4,6,47
10,8,10,10,9,100
3,3,3,4,2,35
5,1,6,4,0,37
6,10,8,7,5,71
8,9,9,6,5,80
7,10,6,5,0,53
3,8,5,3,0,33
3,2,3,3,4,28
7,1,8,5,9,56
8,6,9,9,0,68
9,0,6,7,8,62
6,5,5,4,2,47
9,6,6,7,5,70
6,10,7,6,7,74
3,8,2,3,6,43
8,3,10,8,10,80
4,7,1,2,7,40
10,8,10,10,1,78
4,7,4,3,3,44
7,8,9,9,6,75
8,2,10,10,3,65
6,4,7,7,3,59
6,0,5,6,9,51
7,5,8,7,7,67
2,5,1,1,2,20
1,4,2,2,7,33
7,3,8,7,7,61
2,8,0,0,3,21
2,0,2,3,10,39
9,2,9,10,8,72
10,2,9,8,1,60
5,1,7,4,10,60
5,7,6,5,7,59
3,7,5,2,4,43
2,10,5,4,7,55
9,2,10,10,0,68
5,2,6,3,7,42
2,9,4,1,0,38
3,5,5,2,3,39
7,2,10,9,2,56
10,0,10,10,5,76
2,1,3,3,8,30
4,9,7,4,7,62
3,1,0,1,1,16
2,8,2,0,9,41
6,1,6,7,0,43
3,0,5,3,5,27
6,8,9,6,7,75
9,4,9,10,0,69
5,4,9,6,1,51
10,0,9,8,1,60
3,2,2,1,9,32
4,4,5,3,7,41
4,6,7,5,4,57
4,8,4,3,3,43
10,2,10,10,10,87
8,1,10,10,6,69
1,10,4,1,9,57
5,6,8,7,4,63
6,2,9,6,0,44
7,7,7,6,6,68
1,1,0,0,3,11
9,2,10,10,0,70
1,1,2,0,2,16
10,1,10,10,3,73
4,10,5,5,2,50
7,2,10,9,5,65
5,4,5,6,10,61
2,10,4,4,7,60
10,0,10,10,1,64
6,7,7,5,2,55
8,8,8,6,3,62
2,9,3,0,8,43
3,10,4,5,9,70
7,2,9,6,2,48
9,5,10,10,2,80
4,3,9,6,3,54
7,3,4,5,0,43
5,2,8,6,3,46
4,3,3,2,5,38
5,0,5,6,7,41
6,9,4,4,2,54
6,10,6,7,2,63
6,7,5,4,4,47
8,8,10,10,9,96
2,0,3,0,6,18
8,10,10,9,1,85
2,1,0,0,9,21
3,1,2,2,4,28
1,10,3,2,2,38
4,5,4,4,10,56
